<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
INDEX.CSI200;D;20120411;0;2979.6380000;3052.3890000;2977.7290000;3027.1210000;1994455700
INDEX.CSI200;D;20120412;0;3032.6290000;3086.1230000;3024.3370000;3086.0140000;2995587300
INDEX.CSI200;D;20120413;0;3096.3100000;3119.0070000;3085.2990000;3101.1320000;3047367200
INDEX.CSI200;D;20120416;0;3072.8770000;3117.3530000;3072.8770000;3101.8720000;3152829000
INDEX.CSI200;D;20120417;0;3097.9660000;3108.7280000;3062.1230000;3062.1230000;2538890100
INDEX.CSI200;D;20120418;0;3075.8850000;3131.2290000;3061.5530000;3129.4580000;3841134000
INDEX.CSI200;D;20120419;0;3125.9320000;3138.0420000;3105.2140000;3119.4630000;3214763000
INDEX.CSI200;D;20120420;0;3110.9330000;3150.2620000;3107.7590000;3149.0750000;3221704200
INDEX.CSI200;D;20120423;0;3146.9350000;3152.5050000;3108.2060000;3117.6850000;3501588800
INDEX.CSI200;D;20120424;0;3097.4160000;3140.0880000;3025.9780000;3096.9030000;3503171400
INDEX.CSI200;D;20120425;0;3085.6470000;3137.0160000;3079.8870000;3131.2520000;3541849400
INDEX.CSI200;D;20120426;0;3142.1340000;3154.9500000;3117.8750000;3137.9050000;3734209000
INDEX.CSI200;D;20120427;0;3132.6780000;3140.2120000;3118.7530000;3124.8470000;2635210800
INDEX.CSI200;D;20120502;0;3165.9690000;3213.4490000;3140.8220000;3198.8390000;3336856500
INDEX.CSI200;D;20120503;0;3190.1060000;3221.2020000;3189.2130000;3218.8120000;2834273600
INDEX.CSI200;D;20120504;0;3218.0580000;3255.1010000;3200.3850000;3254.8730000;4415029800
INDEX.CSI200;D;20120507;0;3230.7600000;3276.9550000;3230.2850000;3276.9550000;3803239500
INDEX.CSI200;D;20120508;0;3278.1770000;3280.3350000;3238.0820000;3271.9330000;3232398600
INDEX.CSI200;D;20120509;0;3236.7810000;3237.4160000;3198.0540000;3200.3360000;3147971400
INDEX.CSI200;D;20120510;0;3206.5570000;3220.2890000;3193.4400000;3203.4850000;2320235000
INDEX.CSI200;D;20120511;0;3196.0890000;3220.2720000;3179.7290000;3180.0310000;2640190800
INDEX.CSI200;D;20120514;0;3201.3230000;3212.5060000;3158.7280000;3161.1100000;2980966600
INDEX.CSI200;D;20120515;0;3128.3630000;3158.2070000;3119.3870000;3158.2070000;2702191500
INDEX.CSI200;D;20120516;0;3148.5230000;3154.6710000;3105.8660000;3106.2680000;2258148700
INDEX.CSI200;D;20120517;0;3112.0780000;3157.8420000;3098.7670000;3152.0320000;2434523400
INDEX.CSI200;D;20120518;0;3130.0170000;3143.0160000;3089.7860000;3099.1140000;2247071000
INDEX.CSI200;D;20120521;0;3097.0600000;3135.0800000;3082.5360000;3114.4820000;1695433600
INDEX.CSI200;D;20120522;0;3129.8140000;3162.0490000;3127.8020000;3162.0490000;1726212500
INDEX.CSI200;D;20120523;0;3155.8580000;3175.3470000;3128.3020000;3157.0470000;2884259500
INDEX.CSI200;D;20120524;0;3149.5000000;3171.1310000;3124.2600000;3133.5850000;1966907900
INDEX.CSI200;D;20120525;0;3133.9620000;3142.3950000;3094.4820000;3103.4220000;2127414900
INDEX.CSI200;D;20120528;0;3083.1510000;3157.5160000;3054.4340000;3157.4840000;3945582100
INDEX.CSI200;D;20120529;0;3159.3220000;3221.9000000;3156.2570000;3210.7220000;4995363100
INDEX.CSI200;D;20120530;0;3203.0540000;3221.4560000;3199.0140000;3204.7120000;3735712400
INDEX.CSI200;D;20120531;0;3182.2560000;3220.8000000;3179.3550000;3200.9110000;3302569700
INDEX.CSI200;D;20120601;0;3210.7820000;3221.9190000;3181.0360000;3195.2120000;2850430200
INDEX.CSI200;D;20120604;0;3133.4880000;3161.4140000;3092.4880000;3092.8020000;3730786600
INDEX.CSI200;D;20120605;0;3104.4750000;3115.5940000;3079.3170000;3091.1180000;2085477000
INDEX.CSI200;D;20120606;0;3104.0170000;3109.5360000;3065.1930000;3079.8960000;1685291200
INDEX.CSI200;D;20120607;0;3116.0210000;3119.4730000;3051.0830000;3059.7850000;1971546400
INDEX.CSI200;D;20120608;0;3084.2900000;3084.2900000;3039.5310000;3044.2490000;2174798900
INDEX.CSI200;D;20120611;0;3063.1340000;3105.8680000;3042.5400000;3101.3240000;2395584700
INDEX.CSI200;D;20120612;0;3077.1370000;3097.3310000;3068.9600000;3079.6480000;2185760600
INDEX.CSI200;D;20120613;0;3088.6710000;3132.3720000;3078.9580000;3132.3720000;2787894300
INDEX.CSI200;D;20120614;0;3122.3290000;3143.3780000;3108.3740000;3109.5490000;2677962000
INDEX.CSI200;D;20120615;0;3113.5580000;3124.4900000;3065.2100000;3103.9030000;2502134200
INDEX.CSI200;D;20120618;0;3111.0850000;3131.2960000;3105.9100000;3117.6620000;2031824200
INDEX.CSI200;D;20120619;0;3110.4670000;3110.8100000;3077.5240000;3080.8710000;2322292800
INDEX.CSI200;D;20120620;0;3092.3240000;3095.6270000;3065.6150000;3069.6750000;1999134600
INDEX.CSI200;D;20120621;0;3054.7070000;3055.4870000;3006.3940000;3019.1870000;1804689800
INDEX.CSI200;D;20120625;0;3004.6290000;3006.0470000;2936.0150000;2937.2330000;2030228700
INDEX.CSI200;D;20120626;0;2921.3920000;2949.2410000;2905.4170000;2938.5590000;1750114300
INDEX.CSI200;D;20120627;0;2935.6130000;2962.2310000;2922.8190000;2925.2340000;1663819700
INDEX.CSI200;D;20120628;0;2933.4170000;2940.6450000;2891.2520000;2891.2520000;1842944800
INDEX.CSI200;D;20120629;0;2879.8950000;2933.6620000;2871.5110000;2933.6620000;2104098000
INDEX.CSI200;D;20120702;0;2943.3530000;2953.2380000;2926.0220000;2938.3430000;2412169000
INDEX.CSI200;D;20120703;0;2937.4410000;2968.9140000;2925.6690000;2935.9680000;2305897200
INDEX.CSI200;D;20120704;0;2949.6290000;2951.1940000;2912.3810000;2923.9210000;2424777200
INDEX.CSI200;D;20120705;0;2903.6330000;2904.1430000;2858.8270000;2870.0530000;2364086100
INDEX.CSI200;D;20120706;0;2886.5130000;2942.2570000;2865.8570000;2937.8550000;3185398800
INDEX.CSI200;D;20120709;0;2914.6030000;2932.6620000;2870.3440000;2870.5550000;3058379300
INDEX.CSI200;D;20120710;0;2862.7640000;2876.2710000;2845.7030000;2849.5540000;2263768800
INDEX.CSI200;D;20120711;0;2846.2060000;2880.9580000;2843.9050000;2880.9580000;2443747500
INDEX.CSI200;D;20120712;0;2872.5660000;2930.7610000;2860.7420000;2921.7840000;2691414700
INDEX.CSI200;D;20120713;0;2907.9600000;2932.5330000;2900.2700000;2910.0070000;1572260700
INDEX.CSI200;D;20120716;0;2910.4470000;2910.4470000;2828.6240000;2828.9070000;3218153400
INDEX.CSI200;D;20120717;0;2821.4550000;2852.1530000;2817.1620000;2845.7760000;1620957700
INDEX.CSI200;D;20120718;0;2837.3250000;2859.5240000;2799.9330000;2859.5240000;2041357100
INDEX.CSI200;D;20120719;0;2848.3410000;2900.4860000;2843.1840000;2872.0560000;2349865600
INDEX.CSI200;D;20120720;0;2855.9190000;2874.5190000;2837.2260000;2846.5540000;1739157800
INDEX.CSI200;D;20120723;0;2814.4510000;2836.5080000;2802.0560000;2821.1700000;1666027000
INDEX.CSI200;D;20120724;0;2804.9790000;2857.5150000;2804.9790000;2839.1080000;2226008200
INDEX.CSI200;D;20120725;0;2827.0910000;2840.8280000;2805.4940000;2809.2490000;1896575600
INDEX.CSI200;D;20120726;0;2810.7820000;2826.7650000;2786.0830000;2790.1990000;1509048900
INDEX.CSI200;D;20120727;0;2795.8740000;2803.7300000;2775.4050000;2784.1390000;1452020500
INDEX.CSI200;D;20120730;0;2786.7520000;2799.9300000;2749.3140000;2755.1830000;1964308700
INDEX.CSI200;D;20120731;0;2755.8280000;2763.5750000;2725.5860000;2726.1940000;2255077600
INDEX.CSI200;D;20120801;0;2732.3970000;2786.4820000;2732.3970000;2768.9930000;2215626800
INDEX.CSI200;D;20120802;0;2761.4470000;2772.6550000;2727.5370000;2739.7700000;2227259600
INDEX.CSI200;D;20120803;0;2749.9220000;2775.9700000;2736.9260000;2775.9700000;1749277400
INDEX.CSI200;D;20120806;0;2769.1490000;2833.0520000;2767.4560000;2831.9910000;2000631900
INDEX.CSI200;D;20120807;0;2827.2370000;2844.7810000;2825.6290000;2844.7810000;1819383900
INDEX.CSI200;D;20120808;0;2850.9530000;2862.2730000;2831.2450000;2840.4960000;1922780700
INDEX.CSI200;D;20120809;0;2838.1680000;2876.8250000;2828.5930000;2876.6100000;1877038800
INDEX.CSI200;D;20120810;0;2871.0130000;2876.9730000;2857.3810000;2865.9220000;1708071300
INDEX.CSI200;D;20120813;0;2855.0700000;2855.0700000;2808.7260000;2809.0280000;2326293000
INDEX.CSI200;D;20120814;0;2809.7540000;2822.3860000;2767.6810000;2822.2560000;3318607200
INDEX.CSI200;D;20120815;0;2810.4120000;2814.5300000;2791.3950000;2794.2170000;2194686700
INDEX.CSI200;D;20120816;0;2788.9300000;2798.6320000;2769.6900000;2774.7780000;1869669100
INDEX.CSI200;D;20120817;0;2771.5250000;2780.5730000;2739.3120000;2765.4010000;1792673900
INDEX.CSI200;D;20120820;0;2734.3210000;2765.9030000;2725.5840000;2756.4730000;1648907000
INDEX.CSI200;D;20120821;0;2757.4030000;2802.0420000;2754.2860000;2788.5720000;2484418300
INDEX.CSI200;D;20120822;0;2790.4090000;2790.6600000;2749.0990000;2759.3110000;1494913900
INDEX.CSI200;D;20120823;0;2763.5340000;2783.2530000;2752.5810000;2774.8480000;1915084400
INDEX.CSI200;D;20120824;0;2761.9120000;2765.2290000;2724.9350000;2725.0910000;2022008300
INDEX.CSI200;D;20120827;0;2707.4940000;2707.4940000;2661.4350000;2661.4720000;2409738000
INDEX.CSI200;D;20120828;0;2657.1970000;2684.2980000;2650.5130000;2667.9780000;1346921100
INDEX.CSI200;D;20120829;0;2656.9130000;2678.3860000;2646.4370000;2646.9720000;1937443300
INDEX.CSI200;D;20120830;0;2647.8630000;2656.2530000;2592.3600000;2623.7310000;2457912400
INDEX.CSI200;D;20120831;0;2614.0020000;2630.8940000;2609.0230000;2620.4260000;1679974500
INDEX.CSI200;D;20120903;0;2612.4000000;2666.7730000;2608.5190000;2659.3210000;1620430100
INDEX.CSI200;D;20120904;0;2656.7870000;2663.7850000;2620.9800000;2624.6170000;1388147700
INDEX.CSI200;D;20120905;0;2619.7190000;2642.3130000;2613.1640000;2633.9680000;1340171300
INDEX.CSI200;D;20120906;0;2645.2840000;2658.8760000;2635.1430000;2655.6660000;1269852200
INDEX.CSI200;D;20120907;0;2686.3280000;2806.1840000;2679.1730000;2776.6460000;6787269700
INDEX.CSI200;D;20120910;0;2781.6030000;2813.3630000;2781.1640000;2802.0560000;3951794400
INDEX.CSI200;D;20120911;0;2784.9530000;2789.9040000;2765.9220000;2789.7650000;2856229800
INDEX.CSI200;D;20120912;0;2811.4920000;2819.9680000;2775.0220000;2808.4820000;2389358200
INDEX.CSI200;D;20120913;0;2801.6210000;2816.9530000;2772.4120000;2772.7990000;2659449400
INDEX.CSI200;D;20120914;0;2810.2290000;2815.5250000;2764.8930000;2787.7520000;4498487800
INDEX.CSI200;D;20120917;0;2783.7040000;2788.5970000;2708.7750000;2708.7750000;3239191700
INDEX.CSI200;D;20120918;0;2696.1350000;2708.1530000;2673.3320000;2685.4450000;1622700100
INDEX.CSI200;D;20120919;0;2692.5270000;2712.0610000;2684.4000000;2709.3720000;1608768500
INDEX.CSI200;D;20120920;0;2687.6060000;2687.8500000;2630.0830000;2633.1520000;1913599000
INDEX.CSI200;D;20120921;0;2623.8780000;2655.3790000;2617.6550000;2631.5850000;1616054600
INDEX.CSI200;D;20120924;0;2608.9610000;2669.6700000;2597.3450000;2656.3030000;2370708900
INDEX.CSI200;D;20120925;0;2645.2810000;2665.1290000;2633.3110000;2642.9070000;1888386100
INDEX.CSI200;D;20120926;0;2642.3630000;2650.6260000;2596.9620000;2600.7510000;1982497600
INDEX.CSI200;D;20120927;0;2607.1590000;2692.6380000;2601.2380000;2675.7560000;3492676700
INDEX.CSI200;D;20120928;0;2655.3060000;2731.4090000;2654.6390000;2727.2640000;3560357500
INDEX.CSI200;D;20121008;0;2721.5340000;2738.1560000;2689.1360000;2703.2190000;1496002700
INDEX.CSI200;D;20121009;0;2723.1890000;2776.0570000;2719.8660000;2770.9480000;2428968300
INDEX.CSI200;D;20121010;0;2760.7100000;2787.0040000;2755.8960000;2784.9070000;2604866400
INDEX.CSI200;D;20121011;0;2768.7670000;2779.3900000;2749.8670000;2749.8670000;2458572300
INDEX.CSI200;D;20121012;0;2770.4880000;2784.6030000;2723.4520000;2747.1330000;1984740100
INDEX.CSI200;D;20121015;0;2746.5920000;2746.9010000;2707.2200000;2731.1220000;1624354400
INDEX.CSI200;D;20121016;0;2731.2110000;2762.1450000;2723.7240000;2738.2740000;1843332100
INDEX.CSI200;D;20121017;0;2752.0180000;2754.8610000;2714.2240000;2739.3940000;1856341600
INDEX.CSI200;D;20121018;0;2749.6620000;2793.2840000;2747.8910000;2787.0640000;2651914600
INDEX.CSI200;D;20121019;0;2784.7740000;2793.9120000;2774.2420000;2781.9950000;1729432600
INDEX.CSI200;D;20121022;0;2766.7670000;2800.0480000;2763.6130000;2793.8400000;1576568900
INDEX.CSI200;D;20121023;0;2792.6920000;2795.3180000;2750.8900000;2754.8040000;2821842900
INDEX.CSI200;D;20121024;0;2746.0120000;2764.3410000;2739.0830000;2745.7030000;2824119600
INDEX.CSI200;D;20121025;0;2743.4650000;2761.7740000;2715.5570000;2717.7300000;2974528900
INDEX.CSI200;D;20121026;0;2716.5890000;2718.7110000;2649.6210000;2663.6100000;2623369900
INDEX.CSI200;D;20121029;0;2654.8960000;2667.6680000;2643.0460000;2655.6640000;1206614200
INDEX.CSI200;D;20121030;0;2656.0300000;2682.1700000;2650.5590000;2656.1470000;1575751500
INDEX.CSI200;D;20121031;0;2656.2240000;2674.5300000;2644.6710000;2674.5300000;2317694800
INDEX.CSI200;D;20121101;0;2676.5190000;2731.3770000;2676.3830000;2721.9750000;3055691700
INDEX.CSI200;D;20121102;0;2722.0450000;2731.5510000;2703.0190000;2727.9830000;2513366100
INDEX.CSI200;D;20121105;0;2721.5170000;2740.0810000;2705.6940000;2717.2190000;2547707900
INDEX.CSI200;D;20121106;0;2716.3980000;2720.2130000;2664.8130000;2706.4060000;2918027500
INDEX.CSI200;D;20121107;0;2702.6160000;2718.5140000;2689.3940000;2700.3400000;2143670300
INDEX.CSI200;D;20121108;0;2675.0810000;2684.9210000;2639.3150000;2639.3150000;2336828600
INDEX.CSI200;D;20121109;0;2634.5710000;2646.7150000;2623.2460000;2630.7580000;1843596400
INDEX.CSI200;D;20121112;0;2636.1230000;2646.2660000;2617.8810000;2639.2380000;1386052800
INDEX.CSI200;D;20121113;0;2636.3570000;2636.9380000;2585.8260000;2586.8790000;1503832100
INDEX.CSI200;D;20121114;0;2588.5730000;2605.7500000;2578.9890000;2602.9340000;1178782400
INDEX.CSI200;D;20121115;0;2582.6930000;2606.0840000;2562.7260000;2563.4550000;1270355300
INDEX.CSI200;D;20121116;0;2559.6600000;2562.8350000;2529.6440000;2546.5900000;1280800700
INDEX.CSI200;D;20121119;0;2539.2520000;2550.5400000;2519.4810000;2548.6220000;1621418400
INDEX.CSI200;D;20121120;0;2560.1040000;2562.2210000;2537.1690000;2538.5810000;1721278900
INDEX.CSI200;D;20121121;0;2540.2540000;2573.0310000;2516.6730000;2573.0310000;2233186500
INDEX.CSI200;D;20121122;0;2556.3320000;2562.5140000;2540.9980000;2546.6370000;1298652400
INDEX.CSI200;D;20121123;0;2561.0580000;2571.4400000;2549.0000000;2557.6510000;1241714700
INDEX.CSI200;D;20121126;0;2550.4790000;2554.9300000;2526.5980000;2529.4760000;1780230800
INDEX.CSI200;D;20121127;0;2519.0200000;2519.3680000;2477.5430000;2477.5430000;2084662900
INDEX.CSI200;D;20121128;0;2465.3650000;2469.9130000;2437.7530000;2440.3930000;1935047800
INDEX.CSI200;D;20121129;0;2453.7090000;2455.7900000;2418.7250000;2418.7250000;1878928700
INDEX.CSI200;D;20121130;0;2418.6150000;2453.0420000;2411.2760000;2447.9720000;2201890500
INDEX.CSI200;D;20121203;0;2444.1990000;2464.3020000;2403.8750000;2404.2710000;1554863900
INDEX.CSI200;D;20121204;0;2400.1810000;2438.2290000;2391.5900000;2435.9370000;1552147900
INDEX.CSI200;D;20121205;0;2431.0960000;2540.4330000;2428.2850000;2525.2020000;3134413900
INDEX.CSI200;D;20121206;0;2523.3270000;2537.2370000;2507.3470000;2515.7220000;2891498400
INDEX.CSI200;D;20121207;0;2515.8160000;2571.1670000;2508.0730000;2566.2100000;3120631300
INDEX.CSI200;D;20121210;0;2579.4840000;2598.9080000;2566.9570000;2595.5100000;4298311100
INDEX.CSI200;D;20121211;0;2579.3530000;2602.0050000;2572.1780000;2582.2630000;3392682500
INDEX.CSI200;D;20121212;0;2578.3890000;2590.6330000;2559.8820000;2583.0300000;1731433000
INDEX.CSI200;D;20121213;0;2573.9060000;2583.1260000;2556.9010000;2558.5710000;1785575900
INDEX.CSI200;D;20121214;0;2565.4040000;2677.3200000;2564.3960000;2676.0230000;4310075000
INDEX.CSI200;D;20121217;0;2674.4360000;2693.3620000;2668.0790000;2675.2600000;5376619100
INDEX.CSI200;D;20121218;0;2669.3120000;2708.5950000;2651.5450000;2667.2460000;5066247600
INDEX.CSI200;D;20121219;0;2659.8160000;2683.6330000;2654.6560000;2670.3600000;3702625800
INDEX.CSI200;D;20121220;0;2658.1470000;2700.9950000;2643.3220000;2692.8170000;4044413200
INDEX.CSI200;D;20121221;0;2700.1730000;2734.6610000;2682.0020000;2691.4230000;4452013200
INDEX.CSI200;D;20121224;0;2688.7870000;2720.1540000;2688.7870000;2707.5950000;3914425600
INDEX.CSI200;D;20121225;0;2697.4310000;2787.8500000;2689.0710000;2777.3730000;6521079400
INDEX.CSI200;D;20121226;0;2775.2480000;2802.0210000;2773.6490000;2801.9560000;5362898700
INDEX.CSI200;D;20121227;0;2812.3860000;2828.2950000;2786.6970000;2789.9390000;3496532500
INDEX.CSI200;D;20121228;0;2797.0470000;2826.0590000;2784.9000000;2825.5800000;3096356800
INDEX.CSI200;D;20121231;0;2837.5560000;2866.9960000;2827.0740000;2866.9960000;5218721800
INDEX.CSI200;D;20130104;0;2894.1280000;2894.4510000;2821.1220000;2847.6450000;5571784700
INDEX.CSI200;D;20130107;0;2838.2790000;2867.6230000;2835.7390000;2863.5590000;4779777800
INDEX.CSI200;D;20130108;0;2859.9320000;2884.9070000;2838.9100000;2876.8960000;4724317700
INDEX.CSI200;D;20130109;0;2871.3320000;2893.8140000;2854.9670000;2882.3860000;4473432800
INDEX.CSI200;D;20130110;0;2882.5480000;2915.3550000;2872.2760000;2893.4530000;4547861400
INDEX.CSI200;D;20130111;0;2900.6620000;2904.1620000;2828.1030000;2836.2980000;3386334100
INDEX.CSI200;D;20130114;0;2832.1840000;2951.2520000;2832.1840000;2948.3290000;3969816800
INDEX.CSI200;D;20130115;0;2952.4030000;2999.1970000;2952.4030000;2987.2110000;4766257400
INDEX.CSI200;D;20130116;0;2982.6540000;3011.0450000;2933.3310000;2982.6130000;4723039400
INDEX.CSI200;D;20130117;0;2971.6610000;2988.0420000;2939.2450000;2955.6390000;3506935600
INDEX.CSI200;D;20130118;0;2985.2070000;3019.5960000;2959.0070000;3007.1180000;5059188800
INDEX.CSI200;D;20130121;0;3014.7500000;3021.5160000;2990.8130000;3013.4810000;5025793900
INDEX.CSI200;D;20130122;0;3008.5360000;3008.5360000;2955.3410000;2971.7280000;4017992300
INDEX.CSI200;D;20130123;0;2964.3720000;2992.0150000;2945.5380000;2981.7000000;3220449900
INDEX.CSI200;D;20130124;0;2980.3670000;3027.9040000;2911.4400000;2933.6770000;4464031300
INDEX.CSI200;D;20130125;0;2933.0800000;2952.4810000;2926.6780000;2936.9980000;2543925500
INDEX.CSI200;D;20130128;0;2951.4800000;3015.7470000;2949.5160000;3015.5960000;4070313000
INDEX.CSI200;D;20130129;0;3020.6880000;3036.2130000;3011.5860000;3029.0500000;4718976700
INDEX.CSI200;D;20130130;0;3032.6760000;3045.1550000;3016.3850000;3044.6180000;6616201200
INDEX.CSI200;D;20130131;0;3048.5680000;3052.5730000;3028.8690000;3039.4560000;6449639700
INDEX.CSI200;D;20130201;0;3031.2930000;3073.8100000;3029.4410000;3073.8100000;5068249600
INDEX.CSI200;D;20130204;0;3093.2040000;3097.4750000;3052.4970000;3079.8820000;6454323000
INDEX.CSI200;D;20130205;0;3066.7600000;3131.9730000;3066.7600000;3122.9620000;5359508300
INDEX.CSI200;D;20130206;0;3124.6570000;3139.5270000;3120.1970000;3124.5770000;3487927400
INDEX.CSI200;D;20130207;0;3125.6810000;3146.1850000;3107.0280000;3141.5570000;3338674600
INDEX.CSI200;D;20130208;0;3147.5820000;3200.1470000;3147.5820000;3181.1460000;3068608000
INDEX.CSI200;D;20130218;0;3196.3890000;3196.6040000;3137.3850000;3151.7270000;3212274700
INDEX.CSI200;D;20130219;0;3151.1510000;3157.4420000;3071.2260000;3084.1930000;4509803600
INDEX.CSI200;D;20130220;0;3086.9360000;3135.2350000;3083.2000000;3135.2350000;2814328000
INDEX.CSI200;D;20130221;0;3108.2990000;3108.2990000;3013.9210000;3039.9310000;3772937700
INDEX.CSI200;D;20130222;0;3040.2830000;3055.4450000;3023.6270000;3028.8760000;2440546600
INDEX.CSI200;D;20130225;0;3041.5720000;3062.5670000;3025.2750000;3043.0190000;3310933100
INDEX.CSI200;D;20130226;0;3022.7050000;3062.0610000;2995.1140000;2999.2390000;2901406800
INDEX.CSI200;D;20130227;0;3025.7000000;3040.7530000;2990.6920000;3016.3970000;2470302300
INDEX.CSI200;D;20130228;0;3038.1890000;3088.4750000;3016.8630000;3088.2100000;3382347500
INDEX.CSI200;D;20130301;0;3083.2470000;3102.4930000;3054.2460000;3098.1430000;3009386600
INDEX.CSI200;D;20130304;0;3048.3670000;3054.9210000;2954.7770000;2976.8710000;5420103700
INDEX.CSI200;D;20130305;0;2980.3580000;3040.6890000;2964.5310000;3040.6890000;4823729100
INDEX.CSI200;D;20130306;0;3055.3710000;3084.6580000;3046.7960000;3078.6070000;5551477700
INDEX.CSI200;D;20130307;0;3063.5000000;3090.5340000;3021.6430000;3050.6340000;6338099100
INDEX.CSI200;D;20130308;0;3056.9550000;3067.5650000;3023.7410000;3026.1220000;4397254600
INDEX.CSI200;D;20130311;0;3010.4460000;3042.3970000;3000.5360000;3026.7280000;2808248000
INDEX.CSI200;D;20130312;0;3024.4280000;3053.9000000;2940.0770000;2976.0140000;5296782800
INDEX.CSI200;D;20130313;0;2968.7070000;2972.7040000;2924.0510000;2943.6410000;2540502500
INDEX.CSI200;D;20130314;0;2930.0280000;2969.1240000;2929.7880000;2959.0240000;2026820700
